athlete,fis_code,date,location,nation,category,discipline,rank,fis_points,cup_points
박서윤,261321,2025-02-04,Yongpyong Resort,,Far East Cup,Giant Slalom,9,46.88,29
정민식,189170,2025-02-04,Yongpyong Resort,,Far East Cup,Giant Slalom,19,49.46,12
홍동관,163737,2025-02-04,Yongpyong Resort,,Far East Cup,Giant Slalom,6,32.25,40
김소희,177571,2025-02-04,Yongpyong Resort,,Far East Cup,Giant Slalom,1,22.56,100
박서윤,261321,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,17,67.32,14
박제윤,154866,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,18,48.04,13
이한희,188824,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,DNF1,,
김동우,163740,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,29,70.95,2
최태희,263315,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,DNF1,,
신정우,203604,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,9,35.73,29
정민식,189170,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,23,50.14,8
김소희,177571,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,12,54.66,22
홍동관,163737,2025-02-03,Yongpyong Resort,,Far East Cup,Giant Slalom,6,34.87,40
장선웅,270266,2025-02-02,SZCZYRK-SkaliteRK,,FIS Cup,Normal Hill HS104,17,,
홍승영,188936,2025-02-02,Ratschings,,European Cup,Parallel Slalom,21,26.00,10.00
마준호,220950,2025-02-02,Ratschings,,Qualification,Parallel Slalom,17,,
마준호,220950,2025-02-02,Ratschings,,European Cup,Parallel Slalom,17,36.40,14.00
장유진,203633,2025-02-02,Aspen,,World Cup,Freeski Halfpipe,19,0.60,12.00
이승훈,235622,2025-02-02,Aspen,,World Cup,Freeski Halfpipe,8,340.60,32.00
이동헌,239111,2025-02-02,Aspen,,World Cup,Slopestyle,39,77.50,
홍승영,188936,2025-02-02,Ratschings,,Qualification,Parallel Slalom,21,,
조완희,188938,2025-02-02,Ratschings,,European Cup,Parallel Slalom,13,52.00,20.00
우수빈,229485,2025-02-02,Beidahu,,World Cup,Snowboard Cross,24,,9.00
문희성,239278,2025-02-02,Aspen,,World Cup,Freeski Halfpipe,DNS,,
조완희,188938,2025-02-02,Ratschings,,Qualification,Parallel Slalom,12,,
우수빈,229485,2025-02-02,Beidahu,,Qualification,Snowboard Cross,24,,
이지오,261333,2025-02-01,Aspen,,World Cup,Halfpipe,16,176.30,15.00
홍승영,188936,2025-02-01,Ratschings,,Qualification,Parallel Slalom,19,,
장선웅,270266,2025-02-01,SZCZYRK-SkaliteRK,,FIS Cup,Normal Hill HS104,22,,
정대윤,229480,2025-02-01,Val St. Come,,World Cup,Dual Moguls,16,150.00,15.00
김건희,261977,2025-02-01,Aspen,,World Cup,Halfpipe,18,157.20,13.00
마준호,220950,2025-02-01,Ratschings,,Qualification,Parallel Slalom,17,,
마준호,220950,2025-02-01,Ratschings,,European Cup,Parallel Slalom,17,40.60,14.00
최태희,263315,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,5,41.15,45
신정우,203604,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,23,37.27,8
이윤승,252896,2025-02-01,Val St. Come,,World Cup,Dual Moguls,52,14.90,
우수빈,229485,2025-02-01,Beidahu,,World Cup,Snowboard Cross,24,,9.00
정동현,93945,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,1,17.01,100
홍동관,163737,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,8,27.27,32
박서윤,261321,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,17,58.29,14
홍승영,188936,2025-02-01,Ratschings,,European Cup,Parallel Slalom,19,34.80,12.00
이한희,188824,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,12,30.14,22
정민식,189170,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,11,29.40,24
조완희,188938,2025-02-01,Ratschings,,European Cup,Parallel Slalom,7,104.40,36.00
조완희,188938,2025-02-01,Ratschings,,Qualification,Parallel Slalom,10,,
최가온,264594,2025-02-01,Aspen,,World Cup,Halfpipe,2,826.60,80.00
김동우,163740,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,28,39.08,3
이나윤,212759,2025-02-01,Aspen,,World Cup,Halfpipe,22,95.00,9.00
김소희,177571,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,DSQ2,,
박제윤,154866,2025-02-01,Alpensia Resort,,Far East Cup,Slalom,15,33.42,16
정동현,93945,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,DSQ2,,
정민식,189170,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,8,31.28,32
김소희,177571,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,5,31.06,45
장유진,203633,2025-01-31,Aspen,,Qualification,Freeski Halfpipe,19,,
박서윤,261321,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,23,84.06,
이동헌,239111,2025-01-31,Aspen,,Qualification,Slopestyle,19,,
이윤승,252896,2025-01-31,Val St. Come,,World Cup,Moguls,33,24.00,
우수빈,229485,2025-01-31,Beidahu,,Qualification,Snowboard Cross,24,,
문희성,239278,2025-01-31,Aspen,,Qualification,Freeski Halfpipe,DNS,,
최태희,263315,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,6,42.27,40
신정우,203604,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,17,39.03,14
박제윤,154866,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,14,37.31,18
정대윤,229480,2025-01-31,Val St. Come,,World Cup,Moguls,51,15.20,
홍동관,163737,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,2,26.82,80
김동우,163740,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,DNF1,,
이한희,188824,2025-01-31,Alpensia Resort,,Far East Cup,Slalom,7,30.89,36
이승훈,235622,2025-01-31,Aspen,,Qualification,Freeski Halfpipe,5,,
김건희,261977,2025-01-30,Aspen,,Qualification,Halfpipe,9,,
이지오,261333,2025-01-30,Aspen,,Qualification,Halfpipe,8,,
최가온,264594,2025-01-30,Aspen,,Qualification,Halfpipe,3,,
이나윤,212759,2025-01-30,Aspen,,Qualification,Halfpipe,22,,
장선웅,270266,2025-01-26,Sapporo,,Continental Cup,Large Hill HS137,40,,
마준호,220950,2025-01-26,Simonhöhe,,European Cup,Parallel Giant Slalom,31,8.96,
최흥철,10064,2025-01-26,Sapporo,,Continental Cup,Large Hill HS137,30,,
조완희,188938,2025-01-26,Simonhöhe,,European Cup,Parallel Giant Slalom,1,320.00,100.00
홍승영,188936,2025-01-26,Simonhöhe,,European Cup,Parallel Giant Slalom,33,7.68,
정동현,93945,2025-01-26,Kitzbuehel,,World Cup,Slalom,DNF1,,
정대윤,229480,2025-01-25,Waterville,,World Cup,Dual Moguls,55,14.00,
이건용,154934,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,10 km F,4,153.51,50
정해림,156415,2025-01-25,Rogla,,World Cup,Parallel Giant Slalom,15,160.00,16.00
정해림,156415,2025-01-25,Rogla,,Qualification,Parallel Giant Slalom,15,,
조완희,188938,2025-01-25,Rogla,,World Cup,Parallel Giant Slalom,34,22.00,
이윤승,252896,2025-01-25,Waterville,,World Cup,Dual Moguls,28,40.00,3.00
마준호,220950,2025-01-25,Rogla,,World Cup,Parallel Giant Slalom,41,18.20,
마준호,220950,2025-01-25,Rogla,,Qualification,Parallel Giant Slalom,41,,
변지영,188923,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,10 km F,7,169.71,36
홍승영,188936,2025-01-25,Rogla,,World Cup,Parallel Giant Slalom,46,16.70,
홍승영,188936,2025-01-25,Rogla,,Qualification,Parallel Giant Slalom,46,,
정종원,136287,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,10 km F,2,139.47,80
조완희,188938,2025-01-25,Rogla,,Qualification,Parallel Giant Slalom,34,,
장선웅,270266,2025-01-25,Sapporo,,Continental Cup,Large Hill HS137,NPS,,
이진복,229490,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,10 km F,8,185.49,32
이지예,212563,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,5 km F,5,153.79,45
이준서,229479,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,10 km F,3,148.24,60
김상겸,111837,2025-01-25,Rogla,,Qualification,Parallel Giant Slalom,13,,
김상겸,111837,2025-01-25,Rogla,,World Cup,Parallel Giant Slalom,14,180.00,18.00
신영섭,233691,2025-01-25,Phoenix Pyeongchang,,FIS,Freeski Slopestyle,6,18.80,
한다솜,162284,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,5 km F,2,119.77,80
이의진,221223,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,5 km F,3,126.65,60
제상미,195562,2025-01-25,Alpensia Cross-Country Center,,Far East Cup,5 km F,4,152.22,50
최흥철,10064,2025-01-25,Sapporo,,Continental Cup,Large Hill HS137,36,,
정민식,189170,2025-01-24,Yongpyong Resort,,FIS,Slalom,DNF1,,
김소희,177571,2025-01-24,Yongpyong Resort,,FIS,Slalom,1,23.00,
정대윤,229480,2025-01-24,Waterville,,World Cup,Moguls,4,500.00,50.00
이건용,154934,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,10 km C,6,150.85,40
변지영,188923,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,10 km C,3,117.87,60
김동우,163740,2025-01-24,Yongpyong Resort,,FIS,Slalom,8,45.21,
이진복,229490,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,10 km C,4,138.84,50
이준서,229479,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,10 km C,2,114.40,80
한다솜,162284,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,5 km C,3,139.16,60
제상미,195562,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,5 km C,4,144.74,50
박제윤,154866,2025-01-24,Yongpyong Resort,,FIS,Slalom,DNF2,,
이윤승,252896,2025-01-24,Waterville,,World Cup,Moguls,35,20.00,
정종원,136287,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,10 km C,5,141.74,45
이의진,221223,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,5 km C,1,106.55,100
이지예,212563,2025-01-24,Alpensia Cross-Country Center,,Far East Cup,5 km C,5,170.13,45
신정우,203604,2025-01-24,Yongpyong Resort,,FIS,Slalom,2,24.92,
이한희,188824,2025-01-24,Yongpyong Resort,,FIS,Slalom,1,23.00,
홍동관,163737,2025-01-24,Yongpyong Resort,,FIS,Slalom,DNF1,,
김동우,163740,2025-01-23,Yongpyong Resort,,National Championships,Slalom,13,51.12,
박제윤,154866,2025-01-23,Yongpyong Resort,,National Championships,Slalom,1,23.09,
홍동관,163737,2025-01-23,Yongpyong Resort,,National Championships,Slalom,DNF1,,
신영섭,233691,2025-01-23,Phoenix Pyeongchang,,FIS,Freeski Big Air,5,23.10,
신정우,203604,2025-01-23,Yongpyong Resort,,National Championships,Slalom,1,23.09,
정민식,189170,2025-01-23,Yongpyong Resort,,National Championships,Slalom,5,27.84,
이한희,188824,2025-01-23,Yongpyong Resort,,National Championships,Slalom,3,24.37,
김소희,177571,2025-01-23,Yongpyong Resort,,National Championships,Slalom,1,22.11,
이한희,188824,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,8,43.36,
박제윤,154866,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,3,31.33,
김동우,163740,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,14,67.55,
마준호,220950,2025-01-22,Bardonecchia,,Universiade,Parallel Slalom,36,,
김소희,177571,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,4,36.23,
신정우,203604,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,DNF2,,
홍동관,163737,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,6,37.18,
정민식,189170,2025-01-22,Yongpyong Resort,,National Championships,Giant Slalom,5,35.00,
최태희,263315,2025-01-21,Bardonecchia,,Universiade,Slalom,27,45.79,
박서윤,261321,2025-01-21,Bardonecchia,,Universiade,Slalom,40,111.65,
마준호,220950,2025-01-21,Bardonecchia,,Universiade,Parallel Giant Slalom,2,208.00,
정동현,93945,2025-01-19,Wengen,,World Cup,Slalom,DNF1,,
김상겸,111837,2025-01-19,Bansko,,World Cup,Parallel Giant Slalom,29,36.00,2.00
정해림,156415,2025-01-19,Bansko,,Qualification,Parallel Giant Slalom,21,,
김상겸,111837,2025-01-19,Bansko,,Qualification,Parallel Giant Slalom,29,,
홍승영,188936,2025-01-19,Bansko,,Qualification,Parallel Giant Slalom,52,,
홍승영,188936,2025-01-19,Bansko,,World Cup,Parallel Giant Slalom,52,14.90,
조완희,188938,2025-01-19,Bansko,,World Cup,Parallel Giant Slalom,18,130.00,13.00
조완희,188938,2025-01-19,Bansko,,Qualification,Parallel Giant Slalom,18,,
정해림,156415,2025-01-19,Bansko,,World Cup,Parallel Giant Slalom,21,100.00,10.00
조완희,188938,2025-01-18,Bansko,,World Cup,Parallel Giant Slalom,28,40.00,3.00
이나윤,212759,2025-01-18,Laax,,World Cup,Halfpipe,21,82.60,10.00
홍승영,188936,2025-01-18,Bansko,,Qualification,Parallel Giant Slalom,46,,
홍승영,188936,2025-01-18,Bansko,,World Cup,Parallel Giant Slalom,46,16.70,
조완희,188938,2025-01-18,Bansko,,Qualification,Parallel Giant Slalom,28,,
정해림,156415,2025-01-18,Bansko,,World Cup,Parallel Giant Slalom,13,200.00,20.00
최가온,264594,2025-01-18,Laax,,World Cup,Halfpipe,3,687.70,60.00
정해림,156415,2025-01-18,Bansko,,Qualification,Parallel Giant Slalom,13,,
이동헌,239111,2025-01-18,Laax,,World Cup,Slopestyle,54,25.60,
김건희,261977,2025-01-18,Laax,,World Cup,Halfpipe,15,193.20,16.00
김상겸,111837,2025-01-18,Bansko,,Qualification,Parallel Giant Slalom,27,,
이지오,261333,2025-01-18,Laax,,World Cup,Halfpipe,20,148.70,11.00
박서윤,261321,2025-01-18,Bardonecchia,,Universiade,Giant Slalom,40,109.79,
이채운,239112,2025-01-18,Laax,,World Cup,Halfpipe,12,235.50,22.00
최태희,263315,2025-01-18,Bardonecchia,,Universiade,Giant Slalom,33,80.34,
김상겸,111837,2025-01-18,Bansko,,World Cup,Parallel Giant Slalom,27,45.00,4.00
이나윤,212759,2025-01-17,Laax,,Qualification,Halfpipe,21,,
최가온,264594,2025-01-17,Laax,,Qualification,Halfpipe,2,,
김건희,261977,2025-01-17,Laax,,Qualification,Halfpipe,9,,
이채운,239112,2025-01-17,Laax,,Qualification,Halfpipe,3,,
이지오,261333,2025-01-17,Laax,,Qualification,Halfpipe,9,,
이동헌,239111,2025-01-16,Laax,,Qualification,Slopestyle,28,,
정해림,156415,2025-01-15,Bad Gastein,,World Cup,Parallel Slalom Team,12,,22.00
김상겸,111837,2025-01-15,Bad Gastein,,World Cup,Parallel Slalom Team,12,,22.00
마준호,220950,2025-01-14,Bad Gastein,,World Cup,Parallel Slalom,54,,
마준호,220950,2025-01-14,Bad Gastein,,Qualification,Parallel Slalom,54,,
김상겸,111837,2025-01-14,Bad Gastein,,Qualification,Parallel Slalom,11,,
김상겸,111837,2025-01-14,Bad Gastein,,World Cup,Parallel Slalom,12,220.00,22.00
정해림,156415,2025-01-14,Bad Gastein,,World Cup,Parallel Slalom,32,26.00,
우수빈,229485,2025-01-14,Bardonecchia,,Universiade,Snowboard Cross,10,62.40,
조완희,188938,2025-01-14,Bad Gastein,,Qualification,Parallel Slalom,DNF,,
조완희,188938,2025-01-14,Bad Gastein,,World Cup,Parallel Slalom,DNF,,
홍승영,188936,2025-01-14,Bad Gastein,,Qualification,Parallel Slalom,37,,
홍승영,188936,2025-01-14,Bad Gastein,,World Cup,Parallel Slalom,37,19.40,
정해림,156415,2025-01-14,Bad Gastein,,Qualification,Parallel Slalom,32,,
최태희,263315,2025-01-12,Kronplatz,,National Championships,Slalom,32,63.16,
최태희,263315,2025-01-11,Kronplatz,,National Championships,Slalom,DNF1,,
김상겸,111837,2025-01-11,Scuol,,World Cup,Parallel Giant Slalom,16,150.00,15.00
조완희,188938,2025-01-11,Scuol,,Qualification,Parallel Giant Slalom,26,,
조완희,188938,2025-01-11,Scuol,,World Cup,Parallel Giant Slalom,26,50.00,5.00
마준호,220950,2025-01-11,Scuol,,Qualification,Parallel Giant Slalom,22,,
홍승영,188936,2025-01-11,Scuol,,World Cup,Parallel Giant Slalom,35,20.00,
홍승영,188936,2025-01-11,Scuol,,Qualification,Parallel Giant Slalom,35,,
정동현,93945,2025-01-11,Adelboden,,World Cup,Slalom,DNQ,,
김상겸,111837,2025-01-11,Scuol,,Qualification,Parallel Giant Slalom,16,,
마준호,220950,2025-01-11,Scuol,,World Cup,Parallel Giant Slalom,22,90.00,9.00
이동헌,239111,2025-01-11,Kreischberg,,World Cup,Big Air,35,92.90,
정해림,156415,2025-01-11,Scuol,,Qualification,Parallel Giant Slalom,16,,
이동헌,239111,2025-01-11,Kreischberg,,Qualification,Big Air,16,,
정해림,156415,2025-01-11,Scuol,,World Cup,Parallel Giant Slalom,16,150.00,15.00
최태희,263315,2025-01-10,Kronplatz,,National Championships,Giant Slalom,DNF2,,
최태희,263315,2025-01-09,Kronplatz,,National Championships,Giant Slalom,24,67.83,
이진복,229490,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,DNS,,
이준서,229479,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,2,404.40,
이건용,154934,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,7,451.80,
이지예,212563,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,3,,
이지예,212563,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,3,514.23,
정종원,136287,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,3,404.90,
이의진,221223,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,1,468.37,
이준서,229479,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,1,,
제상미,195562,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,4,,
정종원,136287,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,2,,
이의진,221223,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,1,,
제상미,195562,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,7,564.25,
한다솜,162284,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,2,,
한다솜,162284,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,2,495.65,
이건용,154934,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Final,16,,
변지영,188923,2025-01-09,Alpensia Cross-Country Center,,National Championships,SP 1.2 km F Qual,DNS,,
이지예,212563,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 15 kilometers,4,174.21,
제상미,195562,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 15 kilometers,3,162.78,
윤신이,258758,2025-01-08,Almaty,,FIS Junior World Ski Championships,Dual Moguls,7,129.60,
이준서,229479,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 30 kilometers,4,126.22,
이건용,154934,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 30 kilometers,5,133.99,
이진복,229490,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 30 kilometers,DNF,,
변지영,188923,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 30 kilometers,DNS,,
정종원,136287,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 30 kilometers,2,101.42,
정동현,93945,2025-01-08,Madonna di Campiglio,,World Cup,Slalom,DNF1,,
이윤승,252896,2025-01-08,Almaty,,FIS Junior World Ski Championships,Dual Moguls,5,162.00,
한다솜,162284,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 15 kilometers,1,131.51,
이의진,221223,2025-01-08,Alpensia Cross-Country Center,,National Championships,up to 15 kilometers,2,148.94,
윤신이,258758,2025-01-07,Almaty,,FIS Junior World Ski Championships,Moguls,7,129.60,
한다솜,162284,2025-01-07,Alpensia Cross-Country Center,,National Championships,10 km C,1,131.51,
이지예,212563,2025-01-07,Alpensia Cross-Country Center,,National Championships,10 km C,4,182.33,
이준서,229479,2025-01-07,Alpensia Cross-Country Center,,National Championships,15 km C,2,95.50,
이건용,154934,2025-01-07,Alpensia Cross-Country Center,,National Championships,15 km C,4,123.68,
이진복,229490,2025-01-07,Alpensia Cross-Country Center,,National Championships,15 km C,7,155.76,
제상미,195562,2025-01-07,Alpensia Cross-Country Center,,National Championships,10 km C,3,158.76,
이의진,221223,2025-01-07,Alpensia Cross-Country Center,,National Championships,10 km C,2,148.54,
정종원,136287,2025-01-07,Alpensia Cross-Country Center,,National Championships,15 km C,3,99.40,
변지영,188923,2025-01-07,Alpensia Cross-Country Center,,National Championships,15 km C,DNF,,
이윤승,252896,2025-01-07,Almaty,,FIS Junior World Ski Championships,Moguls,3,216.00,
최태희,263315,2025-01-06,Goetschen,,FIS,Slalom,7,39.51,
우수빈,229485,2025-01-05,Phoenix Pyeongchang,,Asian Cup,Snowboard Cross,1,160.00,100.00
이동헌,239111,2025-01-05,Klagenfurt,,Qualification,Big Air,24,,
이동헌,239111,2025-01-05,Klagenfurt,,World Cup,Big Air,43,22.00,
최태희,263315,2025-01-05,Berchtesgaden,,FIS,Slalom,DNF1,,
최흥철,10064,2025-01-05,Bischofshofen,,Qualification,Large Hill HS142,62,,
최태희,263315,2025-01-04,Berchtesgaden,,FIS,Slalom,DNF1,,
최흥철,10064,2025-01-03,Innsbruck,,Qualification,Large Hill HS128,60,,
신정우,203604,2024-12-31,Alpensia Resort,,FIS,Slalom,1,24.41,
김동우,163740,2024-12-31,Alpensia Resort,,FIS,Slalom,5,41.11,
최흥철,10064,2024-12-31,Garmisch-Partenkirchen,,Qualification,Large Hill HS142,63,,
이한희,188824,2024-12-31,Alpensia Resort,,FIS,Slalom,2,24.49,
정민식,189170,2024-12-31,Alpensia Resort,,FIS,Slalom,4,24.74,
홍동관,163737,2024-12-31,Alpensia Resort,,FIS,Slalom,DNF2,,
박제윤,154866,2024-12-31,Alpensia Resort,,FIS,Slalom,3,24.66,
박서윤,261321,2024-12-31,Alpensia Resort,,FIS,Slalom,1,94.31,
김동우,163740,2024-12-30,Alpensia Resort,,FIS,Slalom,10,51.43,
이한희,188824,2024-12-30,Alpensia Resort,,FIS,Slalom,5,26.50,
정민식,189170,2024-12-30,Alpensia Resort,,FIS,Slalom,6,26.58,
박제윤,154866,2024-12-30,Alpensia Resort,,FIS,Slalom,3,26.10,
홍동관,163737,2024-12-30,Alpensia Resort,,FIS,Slalom,1,23.30,
신정우,203604,2024-12-30,Alpensia Resort,,FIS,Slalom,6,26.58,
박서윤,261321,2024-12-30,Alpensia Resort,,FIS,Slalom,1,107.86,
최흥철,10064,2024-12-28,Oberstdorf,,Qualification,Large Hill HS137,DSQ,,
최흥철,10064,2024-12-22,Engelberg,,Qualification,Large Hill HS140,61,,
이상호,163744,2024-12-21,Davos,,World Cup,Parallel Slalom,8,320.00,32.00
문희성,239278,2024-12-21,Copper,,World Cup,Freeski Halfpipe,36,36.90,
이승훈,235622,2024-12-21,Copper,,World Cup,Freeski Halfpipe,17,166.30,14.00
정해림,156415,2024-12-21,Davos,,World Cup,Parallel Slalom,22,90.00,9.00
정해림,156415,2024-12-21,Davos,,Qualification,Parallel Slalom,22,,
이윤승,252896,2024-12-21,Bakuriani,,World Cup,Dual Moguls,27,45.00,4.00
이상호,163744,2024-12-21,Davos,,Qualification,Parallel Slalom,11,,
김상겸,111837,2024-12-21,Davos,,World Cup,Parallel Slalom,DNF,,
김상겸,111837,2024-12-21,Davos,,Qualification,Parallel Slalom,DNF,,
정대윤,229480,2024-12-21,Bakuriani,,World Cup,Dual Moguls,12,220.00,22.00
마준호,220950,2024-12-21,Davos,,Qualification,Parallel Slalom,DNF,,
마준호,220950,2024-12-21,Davos,,World Cup,Parallel Slalom,DNF,,
윤신이,258758,2024-12-21,Bakuriani,,World Cup,Dual Moguls,27,45.00,4.00
최흥철,10064,2024-12-20,Engelberg,,Qualification,Large Hill HS140,68,,
이나윤,212759,2024-12-20,Copper,,World Cup,Halfpipe,21,112.30,10.00
윤신이,258758,2024-12-20,Bakuriani,,World Cup,Moguls,23,80.00,8.00
이채운,239112,2024-12-20,Copper,,World Cup,Halfpipe,5,501.60,45.00
김건희,261977,2024-12-20,Copper,,World Cup,Halfpipe,40,12.50,
정대윤,229480,2024-12-20,Bakuriani,,World Cup,Moguls,16,150.00,15.00
이윤승,252896,2024-12-20,Bakuriani,,World Cup,Moguls,DNF,,
이지오,261333,2024-12-20,Copper,,World Cup,Halfpipe,DNS,,
정대윤,229480,2024-12-19,Bakuriani,,Qualification,Moguls,9,,
이윤승,252896,2024-12-19,Bakuriani,,Qualification,Moguls,DNF,,
이승훈,235622,2024-12-19,Copper,,Qualification,Freeski Halfpipe,10,,
이한희,188824,2024-12-19,Dobbiaco,,National Championships,Slalom,DNF1,,
문희성,239278,2024-12-19,Copper,,Qualification,Freeski Halfpipe,19,,
이지오,261333,2024-12-18,Copper,,Qualification,Halfpipe,DNS,,
김건희,261977,2024-12-18,Copper,,Qualification,Halfpipe,20,,
이나윤,212759,2024-12-18,Copper,,Qualification,Halfpipe,12,,
이채운,239112,2024-12-18,Copper,,Qualification,Halfpipe,1,,
정종원,136287,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,10 km F,8,94.99,32
이준서,229479,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,10 km F,13,105.46,20
변지영,188923,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,10 km F,15,115.30,16
이지예,212563,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,5 km F,9,131.13,29
제상미,195562,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,5 km F,7,110.75,36
한다솜,162284,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,5 km F,1,83.70,100
이건용,154934,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,10 km F,16,116.63,15
이진복,229490,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,10 km F,17,120.53,14
이의진,221223,2024-12-17,Alpensia Cross-Country Center,,Far East Cup,5 km F,2,84.96,80
정종원,136287,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,10 km C,18,122.64,13
이준서,229479,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,10 km C,8,90.30,32
변지영,188923,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,10 km C,15,112.62,16
이진복,229490,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,10 km C,9,91.06,29
한다솜,162284,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,5 km C,3,110.21,60
이건용,154934,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,10 km C,16,116.26,15
이의진,221223,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,5 km C,4,115.33,50
이지예,212563,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,5 km C,8,157.52,32
제상미,195562,2024-12-16,Alpensia Cross-Country Center,,Far East Cup,5 km C,7,151.70,36
마준호,220950,2024-12-15,Götschen,,European Cup,Parallel Slalom,15,38.40,16.00
최흥철,10064,2024-12-15,Titisee-Neustadt,,Qualification,Large Hill HS142,58,,
이한희,188824,2024-12-15,Val d'Isere,,World Cup,Slalom,DNF1,,
김상겸,111837,2024-12-14,Cortina d'Ampezzo,,Qualification,Parallel Giant Slalom,3,,
